33.757347 	11.581832 	5.694348 	1.040940 	1.795000 	18.600000 	1.686667 	2.818996 	0.936540 	19.645333 	1.060918 	2.789407 	0.855527 	19.761482 	0.008634 	4.839828 	3.409113 	2.757778 	0.585863 	0.617055 	0.541618 	0.617547 	0.072359 	2.919133 	2.098781 	0.941071 	
21.639901 	19.216578 	6.382634 	0.711928 	1.178003 	12.693500 	4.183000 	3.049344 	0.786960 	13.433600 	0.713125 	2.096297 	0.667348 	13.927000 	0.020815 	1.869899 	2.609379 	2.490000 	0.325021 	0.515752 	0.193966 	0.515243 	0.832226 	2.284000 	1.765260 	0.911405 	
20.258400 	9.940147 	13.543057 	1.123851 	1.560141 	27.055714 	10.288571 	3.122053 	1.217125 	26.994286 	1.051573 	2.312602 	1.186097 	26.953333 	0.040241 	3.384163 	2.305107 	3.082381 	0.448475 	0.550409 	0.277530 	0.552486 	0.511893 	3.163821 	1.315425 	1.003844 	
11.998286 	9.369179 	12.361129 	0.819185 	0.983869 	25.285000 	9.000000 	2.982542 	0.783386 	27.891429 	0.746274 	3.303831 	0.774529 	28.934000 	0.030495 	2.126457 	2.478813 	2.296000 	0.552221 	0.527858 	0.434989 	0.560082 	0.139107 	2.532200 	1.270488 	0.873856 	
31.761458 	12.451004 	6.693280 	0.711247 	1.834375 	24.000000 	0.000000 	3.109349 	0.895661 	20.166667 	0.852001 	1.804478 	0.792317 	19.818182 	0.006693 	4.235795 	4.938086 	2.985000 	0.289900 	0.561562 	0.231200 	0.562462 	0.176042 	2.367500 	2.315205 	1.211009 	
7.223750 	8.178541 	15.323583 	0.785934 	0.849329 	29.577500 	18.000000 	3.025099 	0.727638 	30.443750 	0.731228 	2.838760 	0.856841 	31.310000 	0.061136 	1.466647 	2.538450 	2.620000 	0.480479 	0.494018 	0.235025 	0.488433 	0.388024 	2.630500 	0.991443 	0.945234 	
13.988333 	15.595769 	4.945154 	0.772487 	0.845283 	9.750000 	6.250000 	2.645194 	0.845283 	8.833333 	0.802512 	1.800673 	1.600000 	7.000000 	0.042747 	1.489354 	2.476833 	2.580000 	0.454600 	0.516157 	0.097200 	0.495483 	1.056639 	0.980000 	0.528302 	1.392857 	
14.046177 	20.336258 	6.762511 	1.114751 	1.603856 	12.998571 	4.757143 	3.090168 	1.307852 	12.976471 	1.019075 	2.484905 	1.306310 	12.961000 	0.020248 	1.146901 	2.345679 	3.100560 	0.228370 	0.552459 	0.124712 	0.552820 	0.592092 	3.027057 	1.228721 	1.003041 	
17.655500 	10.260870 	13.233693 	1.146588 	1.533510 	26.305714 	10.564286 	3.101663 	1.214445 	26.254706 	1.078411 	2.352131 	1.206640 	26.219000 	0.040130 	2.857161 	1.954057 	3.116000 	0.460867 	0.558187 	0.284576 	0.558344 	0.426005 	2.970843 	1.270881 	1.003286 	
20.258400 	10.049103 	13.711841 	1.121886 	1.567959 	27.333571 	10.211429 	3.123326 	1.234134 	27.434857 	1.046999 	2.548448 	1.207027 	27.502381 	0.039805 	3.347470 	2.033447 	3.082381 	0.444430 	0.555162 	0.295048 	0.554794 	0.397860 	2.873679 	1.299070 	0.993858 	
