17.969014 	10.036812 	13.489380 	1.148572 	1.604247 	26.527333 	10.314667 	3.061948 	1.260579 	27.204000 	1.077871 	2.971501 	1.237814 	27.711500 	0.042700 	2.972811 	1.770524 	3.135000 	0.457180 	0.554236 	0.282296 	0.554387 	0.384442 	2.860280 	1.296069 	0.957171 	
20.709398 	10.119052 	13.495422 	1.135110 	1.622285 	26.709381 	10.188667 	3.075385 	1.258828 	27.353143 	1.071292 	2.688220 	1.221354 	27.825310 	0.041845 	3.398337 	1.755610 	3.144214 	0.453271 	0.555324 	0.277700 	0.555564 	0.397385 	2.771596 	1.328594 	0.959924 	
20.870964 	11.092397 	8.888052 	0.877315 	1.926286 	24.666667 	2.666667 	3.112423 	1.026756 	22.500000 	0.935290 	1.841848 	0.870213 	22.117647 	0.013523 	3.124324 	3.074814 	3.030000 	0.336900 	0.519605 	0.215600 	0.513516 	0.586317 	3.440000 	2.213580 	1.115248 	
8.706750 	11.164827 	9.912114 	0.861148 	0.743889 	19.666667 	15.333333 	3.103802 	0.669500 	20.000000 	0.970940 	1.414214 	1.275238 	21.000000 	0.067175 	1.294920 	1.993725 	3.040000 	0.395800 	0.475942 	0.202600 	0.488540 	0.283750 	3.040000 	0.583333 	0.936508 	
12.948441 	14.627170 	7.066015 	0.522920 	0.475357 	15.000000 	11.333333 	2.946365 	0.475357 	14.000000 	0.593602 	2.267787 	1.210000 	11.000000 	0.051274 	1.469928 	2.588580 	2.190000 	0.538900 	0.597146 	0.122800 	0.578535 	1.084231 	1.585000 	0.392857 	1.363636 	
20.516720 	19.320500 	8.502872 	0.729659 	0.987688 	17.000000 	8.000000 	3.483708 	0.692222 	14.476250 	0.707106 	2.527477 	0.642665 	12.962000 	0.019409 	1.763309 	3.663161 	2.502000 	0.322047 	0.502791 	0.204321 	0.501752 	0.474109 	2.580000 	1.537324 	1.311849 	
19.782056 	11.940586 	8.422393 	0.947302 	1.844091 	23.333333 	2.666667 	3.129679 	1.102205 	19.500000 	0.981253 	2.261399 	0.962969 	18.823529 	0.012562 	2.750962 	3.159156 	2.974706 	0.398100 	0.521474 	0.275900 	0.513950 	0.571988 	3.440000 	1.915006 	1.239583 	
16.969687 	10.651557 	13.000000 	1.141216 	1.683636 	26.000000 	8.000000 	3.126655 	1.312115 	26.000000 	1.102249 	0.000000 	1.244615 	26.000000 	0.035206 	2.645450 	3.049498 	3.078000 	0.508700 	0.471862 	0.186500 	0.480375 	0.630641 	3.440000 	1.352736 	1.000000 	
13.786167 	9.320992 	9.905200 	0.775408 	1.922595 	26.480000 	1.463750 	3.022612 	1.149246 	24.916042 	0.884964 	2.892688 	0.994210 	24.603250 	0.017881 	2.455954 	3.001288 	2.936000 	0.275958 	0.496798 	0.226255 	0.496314 	0.646518 	3.368581 	1.933766 	1.076285 	
5.037278 	8.422730 	11.191766 	0.591395 	1.185078 	26.750000 	5.250000 	2.963843 	0.628652 	31.333333 	0.593322 	3.047411 	0.525602 	32.642857 	0.026384 	0.993075 	2.365635 	2.368571 	0.287500 	0.503458 	0.057400 	0.500961 	0.929332 	3.040000 	2.254707 	0.819475 	
18.265111 	9.600176 	14.677053 	1.141323 	1.640851 	29.000000 	11.000000 	3.133875 	1.288722 	29.555556 	1.095671 	1.593638 	1.257067 	30.000000 	0.046295 	3.159236 	2.402800 	3.154000 	0.535800 	0.509395 	0.166900 	0.503636 	0.893080 	3.440000 	1.305302 	0.966667 	
13.315667 	9.223140 	15.338102 	1.157034 	1.601744 	29.911250 	11.962500 	3.105910 	1.288392 	30.160000 	1.100857 	2.061819 	1.293872 	30.359000 	0.048188 	2.397303 	1.689552 	3.132000 	0.481505 	0.507232 	0.285160 	0.514820 	0.467874 	2.668175 	1.238006 	0.985230 	
48.243873 	12.671718 	8.833605 	1.071415 	1.690140 	20.927750 	2.931500 	3.089406 	1.190048 	20.295682 	1.064362 	2.510066 	1.073222 	20.109779 	0.017935 	6.321870 	2.028182 	2.860000 	0.566382 	0.496832 	0.475966 	0.498706 	0.147922 	3.052900 	1.574812 	1.040676 	
37.691690 	11.899781 	11.040066 	1.143477 	1.526455 	25.490500 	4.606000 	3.129279 	1.079732 	21.985909 	1.124615 	3.757009 	0.969327 	20.955147 	0.019099 	5.259513 	1.871426 	2.810588 	0.610407 	0.499585 	0.516520 	0.500626 	0.157889 	2.926095 	1.574800 	1.216254 	
45.695462 	11.933909 	11.059727 	1.153447 	1.512662 	25.557500 	4.683500 	3.131492 	1.073153 	21.996250 	1.133510 	3.765884 	0.965250 	20.948824 	0.019044 	6.358128 	1.887889 	2.798824 	0.615885 	0.497655 	0.524989 	0.499074 	0.149418 	2.933860 	1.567151 	1.219855 	
38.606146 	22.262837 	5.235200 	0.904525 	1.209759 	10.459167 	5.114167 	2.724250 	1.209759 	9.725641 	0.857982 	2.290763 	1.788826 	8.552000 	0.027642 	2.879485 	2.143516 	2.786667 	0.339933 	0.488130 	0.148839 	0.498118 	0.044796 	2.871767 	0.676275 	1.224338 	
43.941813 	11.932669 	10.575568 	1.163052 	1.484579 	23.777917 	5.258750 	3.098234 	1.096324 	21.946087 	1.140600 	2.647010 	1.008065 	21.299559 	0.021862 	6.114758 	2.130104 	2.786471 	0.618941 	0.498005 	0.502905 	0.498445 	0.150088 	2.921779 	1.472683 	1.116342 	
25.405667 	18.271060 	8.083183 	1.016137 	1.257297 	16.333333 	8.000000 	3.264701 	0.800158 	16.833333 	0.971517 	0.866840 	0.705502 	17.166667 	0.021893 	2.308903 	3.645524 	3.012222 	0.348500 	0.499489 	0.154700 	0.495574 	0.792027 	3.160000 	1.782132 	0.951456 	
29.535900 	17.856692 	7.898659 	0.971390 	1.099648 	15.498333 	9.607500 	3.016297 	0.889803 	15.983500 	0.986025 	3.131511 	1.071843 	16.711250 	0.033601 	2.746554 	1.610157 	2.980000 	0.364213 	0.492542 	0.161209 	0.497826 	0.322397 	2.031258 	1.025900 	0.927520 	
41.780639 	11.478240 	11.055671 	1.166298 	1.535434 	24.635625 	5.360833 	3.074436 	1.125624 	22.375000 	1.146887 	3.168676 	1.027855 	21.577132 	0.022727 	6.044198 	2.160498 	2.790000 	0.617762 	0.496896 	0.501490 	0.497370 	0.150686 	2.923625 	1.493835 	1.141683 	
34.988850 	11.377081 	11.496659 	1.181205 	1.460810 	24.625000 	6.235357 	3.029233 	1.128562 	22.525104 	1.161718 	3.635414 	1.059654 	21.660441 	0.025636 	5.106669 	1.643587 	2.778824 	0.634409 	0.496696 	0.518254 	0.497173 	0.133786 	2.634577 	1.378577 	1.136788 	
21.449347 	19.746372 	6.280697 	0.660400 	1.292250 	13.000000 	3.142857 	3.182208 	0.783022 	13.238095 	0.729404 	1.845357 	0.611230 	13.357143 	0.016881 	1.803706 	2.920087 	2.496429 	0.313200 	0.574519 	0.170800 	0.570892 	0.788574 	2.580000 	2.114180 	0.973262 	
6.325590 	11.555756 	8.375257 	0.342211 	1.026977 	22.000000 	1.000000 	3.155767 	0.476000 	20.833333 	0.491559 	1.711004 	0.363301 	20.600000 	0.014423 	0.908953 	3.185791 	2.082000 	0.237100 	0.545895 	0.140600 	0.538227 	0.936660 	2.200000 	2.826793 	1.067961 	
18.000363 	12.658161 	8.105586 	0.928134 	1.882045 	23.000000 	2.000000 	3.232601 	1.161667 	18.000000 	0.992846 	2.464202 	1.019078 	17.166667 	0.011286 	2.361291 	3.646775 	2.878333 	0.293300 	0.523159 	0.200000 	0.528074 	1.124748 	3.440000 	1.846813 	1.339806 	
3.630333 	9.028527 	9.136644 	0.336166 	1.139130 	24.000000 	2.000000 	2.854430 	0.373500 	26.666667 	0.509247 	2.098999 	0.246765 	27.200000 	0.018460 	0.667680 	3.449152 	2.168000 	0.205800 	0.517820 	0.077100 	0.522027 	0.922014 	2.120000 	4.616262 	0.882353 	
66.922235 	27.348439 	2.138090 	0.000000 	1.680000 	4.000000 	0.000000 	3.012850 	1.221818 	5.500000 	0.756858 	1.772811 	0.960000 	7.000000 	0.018283 	4.063280 	4.260813 	2.660000 	0.327300 	0.493398 	0.194100 	0.503088 	0.425203 	1.820000 	1.750000 	0.571429 	
5.740750 	8.122863 	12.910205 	0.663438 	1.200971 	29.250000 	7.000000 	3.033582 	0.741670 	30.687500 	0.625836 	2.161802 	0.642941 	31.166667 	0.030777 	1.173541 	2.519919 	2.480000 	0.291900 	0.547887 	0.082700 	0.564359 	0.695441 	2.420000 	1.867933 	0.938503 	
26.349849 	14.035167 	4.863165 	0.833040 	1.895911 	21.077500 	0.370000 	3.116412 	0.946406 	16.154722 	0.898962 	3.219274 	0.873502 	15.865147 	0.003958 	3.117449 	3.722688 	2.971176 	0.296546 	0.568772 	0.279660 	0.566922 	0.464241 	3.086825 	2.170451 	1.328542 	
