10.958 11.03 12.49 13.147
10.427 10.441 12.049 12.861
10.187 10.235 11.841 12.705
10.942 10.993 12.7404591648 13.3765026259
11.279 11.384 13.139 13.643
11.147 11.338 12.776 13.533
11.051 11.386 12.468 13.721
